// BANZAI Krogoth Profile

plan easy	
limit	CORHRK	1
limit	OPPRESSOR	0
limit	ARMZEUS	1
limit	CORMORT	1
limit	ARMMARK	0
limit	CORVOYR	0
limit	CORSPEC	1
limit	ARMSPY	0
limit	CORSPY	0
limit	CORMINE1	0
limit	CORMINE2	0
limit	CORMINE3	0
limit	CORMINE4	0
limit	CORMINE5	0
limit	CORMINE6	0
limit	AMINEGUN	0
limit	AMINEJAM	0
limit	ARMMINE5	0
limit	ARMMINE2	0
limit	ARMMINE1	0
limit	ARMMINE4	0
limit	ARMMINE3	0
limit	ARMMINE6	0
limit	ARMASER	1
limit	AJAMMER	0
limit	SPOOFER	1
limit	ARMASTN	0
limit	ARMRAD	0
limit	CORRAD	0
limit	ARMSONAR	0
limit	CORSONAR	0
limit	ARMARAD	0
limit	CORARAD	0
limit	ARMASON	0
limit	CORASON	0
limit	ARMBEAC	0
limit	CORBEAC	0
limit	ARMEYE	0
limit	ARMAFRAD	0
limit	AFLRADAR	0
limit	ARMASP	1
limit	CORASP	1
limit	QuadAirPad	0
limit	CORERRP	0
limit	ARMPADNS	0
limit	CORFUS	0
limit	ARMFUS	0
limit	TAWF004	0
limit	TAWF104	0
limit	ARMADVSOL	2
limit	CORADVSOL	2
limit	APART	0
limit	AAFUS	0
limit	CAFUS	0
limit	ARMCKFUS	0
limit	CORCKFUS	0
limit	CORMFUS	1
limit	ARMMFUS	1
limit	ARMSOLAR	6
limit	CORSOLAR	6
limit	AAISOLAR	0
limit	CAISOLAR	0
limit	ARMGEO	1
limit	CORGEO	1
limit	amgeo	1
limit	cmgeo	1
limit	MLEX	1
limit	ARMMEX	6
limit	CORMEX	6
limit	AAIMEX	0
limit	CAIMEX	0
limit	CKMMKR	0
limit	ARMMAKR	4
limit	CORMAKR	4
limit	ARMMMKR	1
limit	CORMMKR	1
limit	ARMMOHO	5
limit	CORMOHO	5
limit	ARMWIN	8
limit	CORWIN	8
limit	crnns	0
limit	ARMTIDE	0
limit	CORTIDE	0
limit	ARMUWFUS	0
limit	CORUWFUS	0
limit	AAITIDE	0
limit	CAITIDE	0
limit	ARMUWMEX	0
limit	CORUWMEX	0
limit	AAIUWMEX	0
limit	CAIUWMEX	0
limit	ARMFMKR	0
limit	CORFMKR	0
limit	ARMMOHNS	0
limit	CORMOHNS	0
limit	armUMME	0
limit	corUMME	0
limit	corshilone	0
limit	ARMSFIG	0
limit	CORSFIG	0
limit	CORHUNT	0
limit	ARMSEHAK	0
limit	ARMSEAP	0
limit	CORSEAP	0
limit	CORSUBC	0
limit	DECADE	0
limit	ARMMCARY	0
limit	ARMROY	0
limit	CORROY	0
limit	ARMMSHIP	0
limit	CORPT	0
limit	ARMPT	0
limit	CORTSHIP	0
limit	ARMTSHIP	0
limit	CORBARR	0
limit	ArmSUBC	0
limit	Enabler	0
limit	TAWF009	0
limit	ArmHCAR	0
limit	Whale	0
limit	ARMYAMA	0
limit	ARMAAS	0
limit	CORSHARK	0
limit	CORBC	0
limit	ARMBATS	0
limit	CORBATS	0
limit	TAWF006	0
limit	ARMCRUS	0
limit	CORCRUS	0
limit	ARMCARRY	0
limit	CORCARRY	0
limit	ARMSJAM	0
limit	CORSJAM	0
limit	ARMSCRAM	0
limit	CORMSHIP	0
limit	armbcss	0
limit	armscarss	0
limit	AINO	0
limit	arthur	0
limit	StorageFacility	0
limit	ARMESTOR	0
limit	CORESTOR	0
limit	ARMMSTOR	0
limit	CORMSTOR	0
limit	ARMUWES	0
limit	CORUWES	0
limit	ARMUWMS	0
limit	CORUWMS	0
limit	ARMARC	0
limit	corMsub	0
limit	ARMSUB	0
limit	CORSUB	0
limit	armMsub	0
limit	ARMSUBK	0
limit	ARMRECL	0
limit	CORSSUB	0
limit	CORTHRASH	0
limit	CORMORAY	0
limit	corGFBT	0
limit	ARMGUSS	1
limit	ARMJANUS	1
limit	CorCSFT	1
limit	CORGAUSS	0
limit	CORRAID	2
limit	CORMIST	4
limit	CSLICER	2
limit	CORGATOR	6
limit	ARMFLASH	4
limit	CORLEVLR	2
limit	TAWF013	0
limit	ARMSTUMP	2
limit	ARMMLV	0
limit	CORMLV	0
limit	ARMSAM	3
limit	CORFAV	3
limit	ARMSONIC	0
limit	CORGOL	4
limit	NSACSKV	0
limit	CORANTAR	0
limit	ARMBEAR	0
limit	ARMBEHEM	1
limit	BOB	0
limit	CORSABOT	0
limit	ARMGAT	0
limit	hellfire	1
limit	CORLOKI	0
limit	ARMCAMP	0
limit	ARMORCA	1
limit	NSAAPROF	0
limit	CORPULSAR	0
limit	ARMSCORP	0
limit	ARMSPION	0
limit	ARMSABOT	1
limit	corartv	0
limit	CORTHUG	0
limit	XENON	0
limit	CORSEAL	0
limit	ARMCROC	0
limit	CORMABM	0
limit	ARMSCAB	0
limit	ARMMART	0
limit	CORMART	0
limit	ARMMANNI	3
limit	CORSENT	0
limit	ARMYORK	0
limit	ARMBULL	4
limit	CORREAP	4
limit	ARMBOA	0
limit	ARMLATNK	0
limit	CORETER	2
limit	CORVRAD	0
limit	ARMJAM	2
limit	ARMSEER	0
limit	TAWF003	1
limit	TAWF103	1
limit	CORVROC	0
limit	ARMMERL	1
limit	ARMSPID	2
limit	abigfatm	0
limit	clb	0
limit Sagittarius 1
limit Area51 1
limit CORMachn 0
limit Cougar 0
limit Splinter 2
limit CANCER 2
limit LION 0
limit ARMSTREM 1
limit AAIAP 0
limit AAIACK 0
limit AAIACV 0
limit AAIALAB 0
limit AAIAVP 0
limit AAIAP 0
limit AAICA 0
limit AAICK 0
limit AAICV 0
limit AAILAB 0
limit AAIVP 0
limit AAIAAP 0
limit CAIAAP 0
limit CAIACK 0
limit CAIALAB 0
limit CAIACV 0
limit CAIAP 0
limit CAIAVP 0
limit CAICA 0
limit CAICK 0
limit CAICV 0
limit CAILAB 0
limit CAIVP 0
limit CAIDECOM 0
limit CAIGANT 1
limit AAIMMKR 0
limit CAIMMKR 0
limit AAIMEXX 4
limit CAIMEXX 4
limit AAISOLRX 0
limit CAISOLRX 0
limit AAIDECOM 0
limit WATCHER 0
limit Spinner 0
limit CORROMN 0
limit CORFOSS 1
limit ARMTERM 0
limit NAGA 1
limit HYDRA 1
limit ARMTRKSA 1
limit CASTLE 1
limit ARMDSLAYER 1
limit CORFURY 1
limit AIKUS 0
limit BLACKDAWN 1
limit CORMEDT 3
limit CORTNK 1
limit CORSNAPT 1
limit CORART 1
limit CORMONST 1
limit MAMMOTH 0
limit CORTERMITE 1
limit COREKATY 2
limit CETUS 0
limit COREMGK 1
limit CORPLAS 2
limit ARMCRUSH 0
limit ALOUETTE 1
limit CORWLESP 0
limit CORCASAA 1
limit ARMILL 0
limit ARMSHSTP 0
limit ACTUGSAT 1
limit CORDDAAP 0
limit TAWF113 3
limit SPOOFERC 1
limit HERETIC 1
limit HKCORE 0
limit CORGARD 1
limit COREMECH 1
limit BEARCAT 1
limit ARMVIND 1
limit TAWF105 2
limit AFATBOY 2
limit ARMAMPBD 1
limit TAWF116 1
limit CORWOLV 2
limit CORGRAV 1
limit CORMAK 1
limit ARMSHLT 1
limit ARMBANTH 1
limit SUPERJUG 0
limit ARMFURY 2
limit CORRAGE 2	
limit CORGARP 2
limit CORSC 2
limit ARMPINCER 2
limit TAWF109 0
limit MDBUZZ 0
limit MDVULC 0
limit MJET 1
limit ZULU 0
limit ARUA 0
limit CORSUPP 0
limit ARMPOPSOL 2
limit CORPOPSOL 2
limit DEMOLISH 1
limit CORPERP 1
limit CORPRO 0
limit AAIASER 1
limit CAISPEC 1
limit AAICKFUS 0
limit CAICKFUS 0
limit AAIJAM 0
limit CAIETER 0
limit CORNECRO 1
limit ARMFARK 1
limit COREG2 1
limit COREG4 0
limit ARMAMEX 4
limit CORAMEX 4
limit CORMOSQ 1
limit ARMRAZOR 1
limit CORSCREW 1
limit AHERMES 2
limit ARMMAULER 1
limit ARMTORPMEX 0
limit CORTORPMEX 0
limit BLADE 1
limit CORLNC 1
limit CORPORC 1
limit DICTATOR 0
limit KROGTAAR 0
limit PACKO 2
limit SHIVA 0
limit ARMLIBE 1
limit ARMTACHI 2
limit ARMCLLT 2
limit CORCLLT 2
limit CORRAG 0
limit TERROR 2
limit ARMSPARROW 3
limit S4A3 1 
limit AIAREA51 1
limit AICASTLE 1
limit ARMAWIND 6
limit CORAWIND 6
limit COMMANDO 0
limit ARMANN2 0
limit CORKTHUD 1
limit SKULL 5
limit ARMATK 1
limit CORMISAN 1
limit MARAUDER 1
limit CORHART 1
limit ARMPGH 1
limit ARMPRED 1
limit ARMKONRAD 1
limit CORPIL 1
limit ARMAMPCV 1
limit CORAMPCV 1
limit EMBRYO 0
limit CORFFOX 1
limit ANIKE 1
limit ARMHART 0
limit ARMNMIS 1
limit CORFGEN 0
limit ARMMAGNUM 0
limit CORKRIS 1
limit IONTANK 0
limit MECH 1
limit AAIBRAWL 0
limit AAIFIG 0
limit AAIHAWK 0
limit AAILANCE 0
limit AAIPNIX 0
limit AAITHUND 0
limit CAIAPE 0
limit CAIHURC 0
limit CAISHAD 0
limit CAITITAN 0
limit CAIVAMP 0
limit CAIVENG 0
limit GDIMAMMO 1
limit AAISEAP 0
limit CAISEAP 0
limit AAISFIG 0
limit CAISFIG 0
limit COREAASP 0
limit ARROW 1
limit FIREWOLF 1
limit SAMURAI 1
limit CORSTALK 2
limit ADVMOHO 1
limit ADVMOHOC 1
limit ARMUWF 1
limit CORUWF 1
limit CORAASP 0
limit CORTAR 1
limit ARMECHO 1
limit ARMALT 1
limit CORALT 1
limit CDAEMON 2
limit APITBULL 2
limit ARMEMAN 1
limit ARMMEDT 2
limit ARMSPARKLE 3
limit ARMTACHI 1
limit VC109 1
limit TAWF114 1
limit ARMGANT 1
limit PLASMA 1
limit CORROMN 1
limit CORSCORP 0
limit ARMSS 0
limit CORSS 0
limit CORBUILD 0
limit CORDEV1 0
limit CORTRUCK 0
limit ARMDEV1 0
limit ARMBEAC 0
limit CORBEAC 0
limit ARMGATE 0
limit CORGATE 0
limit ARMDEV 2
limit ARMART 3
limit CORMATNK 1
limit CORDEF 2
limit CORODIN 1
limit CRAILGUN 1
limit ARMCORV 0
limit CORAMECH 0
limit CORGBOAT 0
limit ABRAMS 1
limit T80 1
limit CORGAUSS 1
limit CORMAK 2
limit ARMTHOR 2
limit ARMBLITZ 0
limit CORBT 1
limit CORETTIN 1
limit ARMPORK 1
limit CORHORG 1
limit INTRUDER 0
limit ARMFORTGH 0
limit ARMFORTGV 0
limit CORFGATEEW 0
limit CORFGATENS 0
limit ARMRECCY 3
limit MILAX 1
limit ARMCBOMB 0
limit DEMOLISH 1
limit ARMMOJO 2
limit ARMMSPID 1
limit CORSTALKER 1
limit CORGRUNT 4

plan medium	
weight	ARMKAM	0.60
weight	SHRIKE	0.40
weight	ORCA	0.40
weight	ARMWASP	0.65
weight	CORSHAD	0.40
weight	ARMTHUND	0.40
weight	CORVENG	0.40
weight	ARMFIG	0.40
weight	BLADE	0.60
weight	CORFINK	0.00
weight	ARMPEEP	0.00
weight	ARMATLAS	0.00
weight	CORVALK	0.00
weight	CORHORS	0.20
weight	charpy	0.50
weight	TAWF108	0.50
weight	CORHURC	0.00
weight	KANASHIMI	0.00
weight	TAWF107	0.50
weight	TAWF008	0.50
weight	ARMPERS	0.95
weight	predator	0.35
weight	TAWF007	0.50
weight	ARMTOMCT	0.95
weight	gryphon	0.50
weight	ARMCYBR	0.35
weight	CORWING	0.35
weight	ARMPNIX	0.40
weight	ARMFRP	0.00
weight	Sakura	0.00
weight	cormlsp	0.50
weight	ARMBRAWL	0.95
weight	CORAPE	0.95
weight	ARMAWAC	0.00
weight	CORAWAC	0.00
weight	ARMHAWK	0.50
weight	CORVAMP	0.50
weight	ARMMLSP	0.50
weight	ARMLANCE	0.00
weight	CORTITAN	0.00
weight	CORABMB	0.00
weight	ARMCA	0.97
weight	CORCA	0.97
weight	ARMACA	2.96
weight	CORACA	2.96
weight	ARMANS	0.65
weight	CORANS	0.65
weight	ARMBEAVER	0.10
weight	CORMUSKRAT	0.10
weight	ARMCH	0.50
weight	CORCH	0.50
weight	aach	0.50
weight	cach	0.50
weight	CORBOI	0.40
weight	ARMJIB	0.65
weight	ARMNTOW	0.00
weight	CORNTOW	0.00
weight	RepairArm	0.00
weight	ARMCK	0.75
weight	CORCK	0.75
weight	ARMCV	0.75
weight	CORCV	0.75
weight	ARMACK	0.97
weight	CORACK	0.99
weight	ARMCS	0.00
weight	CORCS	0.00
weight	ARMACSUB	0.00
weight	CORACSUB	0.00
weight	ARMCSA	0.00
weight	CORCSA	0.00
weight	ARMACV	0.99
weight	CORACV	0.99
weight	TAWF111	0.50
weight	armarch	0.50
weight	armcir	0.95
weight	CHAOSMACHINE	0.50
weight	corcirc	0.50
weight	ARMSPAR	0.00
weight	ARMDEVA	0.70
weight	TAWF010	0.50
weight	CORERAD	0.95
weight	ARMFAMINE	0.00
weight	cnemesis	0.60
weight	CorFLA	0.70
weight	SCREAMER	0.50
weight	ARMMTLAB	0.50
weight	CORMTLAB	0.50
weight	CORFLAK	0.80
weight	ARMFLAK	0.80
weight	MERCURY	0.40
weight	NITFLOWR	0.75
weight	SKYSWEEPR	0.70
weight	ARMEMG	0.10
weight	CORFMD	0.00
weight	ARMAMD	0.00
weight	ARMDRAG	0.00
weight	CORDRAG	0.30
weight	TAWF005	0.30
weight	ARMLLT	0.00
weight	CORLLT	0.00
weight	CORHLT	0.60
weight	ARMHLT	0.60
weight	MEDUSA	0.50
weight	ARMRL	0.95
weight	CORRL	0.50
weight	ARMGUARD	0.65
weight	CORPUN	0.65
weight	CORVHLT	0.95
weight	ARMANNI	0.75
weight	CORDOOM	0.75
weight	ARMBRTHA	0.50
weight	CORINT	0.50
weight	CORBUZZ	0.35
weight	ARMVULC	0.35
weight	CORBBC	0.60
weight	ARMDEV	0.60
weight	TAWF001	0.50
weight	ARMMORTAR	0.10
weight	CorPestilence	0.00
weight	ARMSILO	0.00
weight	CORSILO	0.00
weight	AAISILO	0.70
weight	CAISILO	0.70
weight	ARMHNSILO	0.00
weight	CORHNSILO	0.00
weight	ARMPB	0.25
weight	ARMAMB	0.00
weight	CORTOAST	0.10
weight	CORVIPE	0.00
weight	AGORGON	0.20
weight	CORTRON	0.00
weight	ARMEMP	0.00
weight	CAITRON	0.70
weight	AAIEMP	0.70
weight	ARMTARG	0.00
weight	CORTARG	0.00
weight	ARMBFORTEW	0.00
weight	ARMFORTEW	0.00
weight	ARMFORT	0.00
weight	CORFORT	0.00
weight	ARMBFORTNS	0.00
weight	ARMFORTNS	0.00
weight	CORFFLAK	0.00
weight	ARMTRID	0.00
weight	RESFMDNS	0.00
weight	CORKRAK	0.00
weight	ARMFDRAG	0.00
weight	CORFDRAG	0.00
weight	ARMFFLAK	0.00
weight	CORFRT	0.00
weight	ARMFHLT	0.00
weight	CORFHLT	0.00
weight	ARMTL	0.00
weight	CORTL	0.00
weight	ARMFRT	0.00
weight	ARMATL	0.00
weight	CORATL	0.00
weight	ARMANINS	0.00
weight	CORDOMNS	0.00
weight	CORINTNS	0.00
weight	ARMBTANS	0.00
weight	CORBUZNS	0.00
weight	ARMVCNNS	0.00
weight	AMDREPNS	0.00
weight	CORSLONS	0.00
weight	ARMSLONS	0.00
weight	CORVIPNS	0.00
weight	ARMAP	1.50
weight	ARMHP	0.10
weight	CORHP	0.10
weight	ARMLAB	0.70
weight	CORLAB	0.70
weight	ARMVP	0.70
weight	CORVP	0.70
weight	ARMSY	0.00
weight	CORSY	0.00
weight	CORAP	2.25
weight	ARMAAP	0.90
weight	CORAAP	0.90
weight	aahp	0.70
weight	cahp	0.70
weight	ARMALAB	0.60
weight	CORALAB	0.60
weight	ARMAVP	0.60
weight	CORAVP	0.60
weight	ARMASY	0.00
weight	CORASY	0.00
weight	CORGANT	3.95
weight	ARMKUS	3.95
weight	CORBLAB	0.10
weight	ARMBLAB	0.10
weight	ssplant	0.96
weight	ARMHPNS	0.00
weight	CORHPNS	0.00
weight	ARMPLAT	0.00
weight	CORPLAT	0.00
weight	HAVOC	0.40
weight	SABRE	0.40
weight	CHOPPER	0.05
weight	cdragon	0.50
weight	ARMANAC	0.10
weight	ARMTHOVR	0.00
weight	CORAH	0.70
weight	ARMAH	0.70
weight	NSACLASH	0.80
weight	BOMBARDIER	0.85
weight	LOBBER	0.60
weight	CSPEED	0.50
weight	NSAAGCH	0.70
weight	SPEEDER	0.95
weight	ARMLASHOVER	0.65
weight	CORELASHOVER	0.50
weight	ARMSH	0.30
weight	CORSNAP	0.50
weight	SPOTTER	0.00
weight	BLOTTER	0.00
weight	CONCEALER	0.00
weight	CORMH	0.95
weight	NSACBRIM	0.75
weight	NSAARHOV	0.80
weight	ARMMH	0.95
weight	CORSH	0.00
weight	NSACBEHE	0.75
weight	NSACANGLR	0.00
weight	NSAATORPH	0.00
weight	CORTHOVR	0.00
weight	armdread	0.90
weight	CORDREAD	0.90
weight	armlth	0.70
weight	armpgh	0.70
weight	coradvrh	0.70
weight	CORPHYSET	0.60
weight	CORARTH	0.90
weight	ARMARTH	0.95
weight	CORFLAKH	0.50
weight	ARMFLAKH	0.50
weight	armKAAT	0.95
weight	CORKROG	0.95
weight	ARMKRYP	0.90
weight	ARMMedic	0.04
weight	cAcolyte	0.10
weight	CORClone	0.10
weight	CORHelpr	0.10
weight	CORWarrr	0.10
weight	ARMClone	0.10
weight	ARMHelpr	0.10
weight	ARMMsect	0.10
weight	AEXXEC	0.95
weight	ARMFLEA	0.00
weight	CORRONIN	0.20
weight	SHAKER	0.10
weight	CORESOLD	0.50
weight	ARMJETH	0.60
weight	ARMHAM	0.55
weight	CORTHUD	0.55
weight	CORAK	0.00
weight	ARMPW	0.30
weight	ARMWAR	0.50
weight	CORCRASH	0.50
weight	ARMROCK	0.95
weight	CORSTORM	0.95
weight	ARMFAV	0.00
weight	CORBANDIT	0.10
weight	armbighr	0.10
weight	ARMCAV	0.90
weight	CORCRAB	0.50
weight	ARMDECOM	0.05
weight	CORDECOM	0.05
weight	corflam	0.10
weight	NSAAGRIZ	0.50
weight	ArmHH	0.95
weight	ArmOS	0.50
weight	COROS	0.50
weight	CORSMK	0.50
weight	armMech	0.75
weight	ARMSNIPE	0.00
weight	corzlot	0.10
weight	ASNIPER	0.10
weight	SOULREAVER	0.00
weight	WARHAMMER	0.75
weight	WRAITH	0.00
weight	CORAMPH	0.00
weight	ARMAMPH	0.00
weight	CORSUMO	0.60
weight	CORCAN	0.95
weight	ARMFIDO	0.95
weight	CORARCH	0.00
weight	ARMVADER	0.00
weight	CORROACH	0.00
weight	CORFAST	0.00
weight	ARMFAST	0.70
weight	CORPYRO	0.20
weight	ARMMAV	0.35
weight	CORHRK	0.60
weight	OPPRESSOR	0.00
weight	ARMZEUS	0.40
weight	CORMORT	0.95
weight	ARMMARK	0.00
weight	CORVOYR	0.00
weight	CORSPEC	0.00
weight	ARMSPY	0.00
weight	CORSPY	0.00
weight	CORMINE1	0.00
weight	CORMINE2	0.00
weight	CORMINE3	0.00
weight	CORMINE4	0.00
weight	CORMINE5	0.00
weight	CORMINE6	0.00
weight	AMINEGUN	0.00
weight	AMINEJAM	0.00
weight	ARMMINE5	0.00
weight	ARMMINE2	0.00
weight	ARMMINE1	0.00
weight	ARMMINE4	0.00
weight	ARMMINE3	0.00
weight	ARMMINE6	0.00
weight	ARMASER	0.00
weight	AJAMMER	0.00
weight	SPOOFER	0.55
weight	ARMASTN	0.00
weight	ARMRAD	0.00
weight	CORRAD	0.00
weight	ARMSONAR	0.00
weight	CORSONAR	0.00
weight	ARMARAD	0.00
weight	CORARAD	0.00
weight	ARMASON	0.00
weight	CORASON	0.00
weight	ARMBEAC	0.00
weight	CORBEAC	0.00
weight	ARMEYE	0.00
weight	ARMAFRAD	0.00
weight	AFLRADAR	0.00
weight	ARMASP	0.60
weight	CORASP	0.60
weight	QuadAirPad	0.10
weight	CORERRP	0.00
weight	ARMPADNS	0.00
weight	CORFUS	0.70
weight	ARMFUS	0.70
weight	TAWF004	1.20
weight	TAWF104	1.20
weight	ARMADVSOL	0.55
weight	CORADVSOL	0.55
weight	APART	0.70
weight	AAFUS	0.50
weight	CAFUS	0.50
weight	ARMCKFUS	0.65
weight	CORCKFUS	0.65
weight	CORMFUS	0.80
weight	ARMMFUS	0.80
weight	ARMSOLAR	12.90
weight	CORSOLAR	12.90
weight	AAISOLAR	0.00
weight	CAISOLAR	0.00
weight	ARMGEO	12.95
weight	CORGEO	12.95
weight	amgeo	10.95
weight	cmgeo	10.95
weight	MLEX	0.70
weight	ARMMEX	4.40
weight	CORMEX	4.40
weight	AAIMEX	0.00
weight	CAIMEX	0.00
weight	CKMMKR	0.00
weight	ARMMAKR	1.00
weight	CORMAKR	1.00
weight	ARMMMKR	0.80
weight	CORMMKR	0.80
weight	ARMMOHO	2.95
weight	CORMOHO	2.95
weight	ARMWIN	10.00
weight	CORWIN	10.00
weight	crnns	0.00
weight	ARMTIDE	0.00
weight	CORTIDE	0.00
weight	ARMUWFUS	0.00
weight	CORUWFUS	0.00
weight	AAITIDE	0.00
weight	CAITIDE	0.00
weight	ARMUWMEX	0.00
weight	CORUWMEX	0.00
weight	AAIUWMEX	0.00
weight	CAIUWMEX	0.00
weight	ARMFMKR	0.00
weight	CORFMKR	0.00
weight	ARMMOHNS	0.00
weight	CORMOHNS	0.00
weight	armUMME	0.00
weight	corUMME	0.00
weight	corshilone	0.00
weight	ARMSFIG	0.00
weight	CORSFIG	0.00
weight	CORHUNT	0.00
weight	ARMSEHAK	0.00
weight	ARMSEAP	0.00
weight	CORSEAP	0.00
weight	CORSUBC	0.00
weight	DECADE	0.00
weight	ARMMCARY	0.00
weight	ARMROY	0.00
weight	CORROY	0.00
weight	ARMMSHIP	0.00
weight	CORPT	0.00
weight	ARMPT	0.00
weight	CORTSHIP	0.00
weight	ARMTSHIP	0.00
weight	CORBARR	0.00
weight	ArmSUBC	0.00
weight	Enabler	0.00
weight	TAWF009	0.00
weight	ArmHCAR	0.00
weight	Whale	0.00
weight	ARMYAMA	0.00
weight	ARMAAS	0.00
weight	CORSHARK	0.00
weight	CORBC	0.00
weight	ARMBATS	0.00
weight	CORBATS	0.00
weight	TAWF006	0.00
weight	ARMCRUS	0.00
weight	CORCRUS	0.00
weight	ARMCARRY	0.00
weight	CORCARRY	0.00
weight	ARMSJAM	0.00
weight	CORSJAM	0.00
weight	ARMSCRAM	0.00
weight	CORMSHIP	0.00
weight	armbcss	0.10
weight	armscarss	0.40
weight	AINO	0.60
weight	arthur	0.40
weight	StorageFacility	0.00
weight	ARMESTOR	0.00
weight	CORESTOR	0.00
weight	ARMMSTOR	0.00
weight	CORMSTOR	0.00
weight	ARMUWES	0.00
weight	CORUWES	0.00
weight	ARMUWMS	0.00
weight	CORUWMS	0.00
weight	ARMARC	0.00
weight	corMsub	0.00
weight	ARMSUB	0.00
weight	CORSUB	0.00
weight	armMsub	0.00
weight	ARMSUBK	0.00
weight	ARMRECL	0.00
weight	CORSSUB	0.00
weight	CORTHRASH	0.50
weight	CORMORAY	0.40
weight	corGFBT	0.60
weight	ARMGUSS	0.80
weight	ARMJANUS	0.10
weight	CorCSFT	0.60
weight	CORGAUSS	0.10
weight	CORRAID	0.30
weight	CORMIST	0.50
weight	CSLICER	0.50
weight	CORGATOR	0.40
weight	ARMFLASH	0.95
weight	CORLEVLR	0.50
weight	TAWF013	0.50
weight	ARMSTUMP	0.35
weight	ARMMLV	0.00
weight	CORMLV	0.00
weight	ARMSAM	0.90
weight	CORFAV	0.00
weight	ARMSONIC	0.50
weight	CORGOL	0.95
weight	NSACSKV	0.50
weight	CORANTAR	0.60
weight	ARMBEAR	0.95
weight	ARMBEHEM	0.95
weight	BOB	0.10
weight	CORSABOT	0.55
weight	ARMGAT	0.70
weight	hellfire	0.40
weight	CORLOKI	0.30
weight	ARMCAMP	0.40
weight	ARMORCA	0.50
weight	NSAAPROF	0.00
weight	CORPULSAR	0.40
weight	ARMSCORP	0.00
weight	ARMSPION	0.10
weight	ARMSABOT	0.40
weight	corartv	0.70
weight	CORTHUG	0.70
weight	XENON	0.90
weight	CORSEAL	0.00
weight	ARMCROC	0.00
weight	CORMABM	0.00
weight	ARMSCAB	0.00
weight	ARMMART	0.70
weight	CORMART	0.00
weight	ARMMANNI	0.40
weight	CORSENT	0.20
weight	ARMYORK	0.10
weight	ARMBULL	0.60
weight	CORREAP	0.20
weight	ARMBOA	0.10
weight	ARMLATNK	0.50
weight	CORETER	0.00
weight	CORVRAD	0.00
weight	ARMJAM	0.00
weight	ARMSEER	0.00
weight	TAWF003	0.80
weight	TAWF103	0.80
weight	CORVROC	0.80
weight	ARMMERL	0.80
weight	ARMSPID	0.05
weight	abigfatm	0.30
weight	clb	0.30
weight  Sagittarius 0.50
weight  AREA51 0.94
weight CORMachn 0.51
weight Cougar 0.70
weight SPLINTER 0.75
weight LION 0.70
weight CANCER 0.90
weight AAIAAP 2.98
weight AAIACK 0.98
weight AAIACV 0.92
weight AAIALAB 0.92
weight AAIAP 0.85
weight AAIAVP 2.96
weight AAICA 2.50
weight AAICK 0.95
weight AAICV 0.90
weight AAILAB 0.89
weight AAIVP 2.50
weight CAIAAP 2.90
weight CAIACK 2.98
weight CAIACV 0.90
weight CAIALAB 2.98
weight CAIAP 0.85
weight CAIAVP 2.95
weight CAICA 2.50
weight CAICK 0.95
weight CAICV 0.90
weight CAILAB 0.94
weight CAIVP 2.50
weight CAIDECOM 0.74
weight CAIGANT 6
weight AAIMMKR 0.00
weight CAIMMKR 0.00
weight AAIMEXX 10.93
weight AAISOLRX 0.00
weight CAIMEXX 10.93
weight CAISOLRX 0.00
weight AAIDECOM 0.73
weight ARMSTREM 0.35
weight WATCHER 0.10
weight Spinner 0.70
weight CORROMN 0.50
weight CORFOSS 0.58
weight ARMTERM 0.30
weight NAGA 0.50
weight HYDRA 0.50
weight ARMTRKSA 0.40
weight CASTLE 8.85
weight ARMDSLAYER 0.95
weight CORFURY 0.95
weight AIKUS 0.95
weight BLACKDAWN 0.60
weight CORMEDT 0.55
weight CORSNAPT 0.40
weight CORTNK 0.60
weight CORART 0.65
weight CORMONST 0.70
weight MAMMOTH 0.45
weight CORTERMITE 0.45
weight COREKATY 0.60
weight CETUS 0.40
weight COREMGK 0.55
weight CORPLAS 0.60
weight ARMCRUSH 0.00
weight ALOUETTE 0.45
weight CORWLESP 0.00
weight CORCASAA 0.50
weight ARMILL 0.40
weight ARMSHSTP 0.00
weight ACTUGSAT 0.40
weight CORDDAAP 0.60
weight ARMBRIM 0.70
weight TAWF115 0.60
weight EMAN 0.50
weight ASAMURAI 0.60
weight TAWF113 0.60
weight SPOOFERC 0.55
weight HKCORE 0.60
weight CORGARD 0.50
weight COREMECH 0.65
weight CORCRW 0.45
weight BEARCAT 0.60
weight ARMVIND 0.60
weight ARMROGUE 0.60
weight TAWF105 0.45
weight AFATBOY 0.60
weight ARMAMPBD 0.45
weight TAWF116 0.60
weight CORWOLV 0.55
weight CORGRAV 0.30
weight CORMAK 0.40
weight ARMSHLT 0.80
weight ARMBANTH 0.50
weight SUPERJUG 0.55
weight ARMFURY 0.60
weight CORRAGE 0.60
weight CORGARP 0.55
weight CORSC 0.60
weight ARMPINCER 0.55
weight TAWF109 0.00
weight MDBUZZ 0.40
weight MDVULC 0.40
weight MJET 0.30
weight ZULU 0.00
weight ARUA 0.00
weight CORSUPP 0.00
weight ARMFARK 0.40
weight CORNECRO 0.45
weight ARMPOPSOL 0.40
weight CORPOPSOL 0.40
weight DEMOLISH 0.55
weight CORPERP 0.60
weight CORPRO 0.60
weight AAIASER 0.65
weight CAISPEC 0.65
weight AAICKFUS 0.50
weight CAICKFUS 0.50
weight AAIJAM 0.65
