// BANZAI Seabattle Profile	

plan easy	
limit	SOULREAVER	0
limit	WARHAMMER	0
limit	WRAITH	0
limit	CORAMPH	5
limit	ARMAMPH	5
limit	CORSUMO	0
limit	CORCAN	0
limit	ARMFIDO	1
limit	CORARCH	1
limit	ARMVADER	0
limit	CORROACH	0
limit	CORFAST	0
limit	ARMFAST	0
limit	CORPYRO	0
limit	ARMMAV	0
limit	CORHRK	1
limit	OPPRESSOR	0
limit	ARMZEUS	0
limit	CORMORT	1
limit	ARMMARK	0
limit	CORVOYR	0
limit	CORSPEC	0
limit	ARMSPY	0
limit	CORSPY	0
limit	CORMINE1	0
limit	CORMINE2	0
limit	CORMINE3	0
limit	CORMINE4	0
limit	CORMINE5	0
limit	CORMINE6	0
limit	AMINEGUN	0
limit	AMINEJAM	0
limit	ARMMINE5	0
limit	ARMMINE2	0
limit	ARMMINE1	0
limit	ARMMINE4	0
limit	ARMMINE3	0
limit	ARMMINE6	0
limit	ARMASER	0
limit	AJAMMER	0
limit	SPOOFER	1
limit	ARMASTN	0
limit	ARMRAD	0
limit	CORRAD	0
limit	ARMSONAR	0
limit	CORSONAR	0
limit	ARMARAD	0
limit	CORARAD	0
limit	ARMASON	0
limit	CORASON	0
limit	ARMBEAC	0
limit	CORBEAC	0
limit	ARMEYE	0
limit	ARMAFRAD	0
limit	AFLRADAR	0
limit	ARMASP	1
limit	CORASP	1
limit	QuadAirPad	0
limit	CORERRP	0
limit	ARMPADNS	0
limit	CORFUS	0
limit	ARMFUS	0
limit	TAWF004	0
limit	TAWF104	0
limit	ARMADVSOL	1
limit	CORADVSOL	1
limit	APART	0
limit	AAFUS	0
limit	CAFUS	0
limit	ARMCKFUS	0
limit	CORCKFUS	0
limit	CORMFUS	1
limit	ARMMFUS	1
limit	ARMSOLAR	10
limit	CORSOLAR	10
limit	AAISOLAR	0
limit	CAISOLAR	0
limit	ARMGEO	2
limit	CORGEO	2
limit	amgeo	0
limit	cmgeo	0
limit	MLEX	1
limit	ARMMEX	10
limit	CORMEX	10
limit	AAIMEX	5
limit	CAIMEX	5
limit	CKMMKR	0
limit	ARMMAKR	2
limit	CORMAKR	2
limit	ARMMMKR	1
limit	CORMMKR	1
limit	ARMMOHO	5
limit	CORMOHO	5
limit	ARMWIN	8
limit	CORWIN	8
limit	crnns	1
limit	ARMTIDE	5
limit	CORTIDE	5
limit	ARMUWFUS	0
limit	CORUWFUS	0
limit	AAITIDE	5
limit	CAITIDE	5
limit	ARMUWMEX	8
limit	CORUWMEX	8
limit	AAIUWMEX	0
limit	CAIUWMEX	0
limit	ARMFMKR	2
limit	CORFMKR	2
limit	ARMMOHNS	1
limit	CORMOHNS	1
limit	armUMME	0
limit	corUMME	0
limit	corshilone	0
limit	ARMSFIG	1
limit	CORSFIG	1
limit	CORHUNT	0
limit	ARMSEHAK	0
limit	ARMSEAP	1
limit	CORSEAP	1
limit	CORSUBC	0
limit	DECADE	1
limit	ARMMCARY	0
limit	ARMROY	2
limit	CORROY	2
limit	ARMMSHIP	2
limit	CORPT	0
limit	ARMPT	0
limit	CORTSHIP	0
limit	ARMTSHIP	0
limit	CORBARR	1
limit	ArmSUBC	0
limit	Enabler	0
limit	TAWF009	2
limit	ArmHCAR	0
limit	Whale	0
limit	ARMYAMA	0
limit	ARMAAS	1
limit	CORSHARK	1
limit	CORBC	1
limit	ARMBATS	2
limit	CORBATS	2
limit	TAWF006	0
limit	ARMCRUS	0
limit	CORCRUS	0
limit	ARMCARRY	0
limit	CORCARRY	0
limit	ARMSJAM	0
limit	CORSJAM	0
limit	ARMSCRAM	0
limit	CORMSHIP	2
limit	armbcss	0
limit	armscarss	0
limit	AINO	0
limit	arthur	0
limit	StorageFacility	0
limit	ARMESTOR	0
limit	CORESTOR	0
limit	ARMMSTOR	0
limit	CORMSTOR	0
limit	ARMUWES	0
limit	CORUWES	0
limit	ARMUWMS	0
limit	CORUWMS	0
limit	ARMARC	1
limit	corMsub	10
limit	ARMSUB	1
limit	CORSUB	1
limit	armMsub	10
limit	ARMSUBK	2
limit	ARMRECL	0
limit	CORSSUB	1
limit	CORTHRASH	0
limit	CORMORAY	0
limit	corGFBT	0
limit	ARMGUSS	0
limit	ARMJANUS	0
limit	CorCSFT	0
limit	CORGAUSS	0
limit	CORRAID	0
limit	CORMIST	0
limit	CSLICER	0
limit	CORGATOR	0
limit	ARMFLASH	0
limit	CORLEVLR	0
limit	TAWF013	0
limit	ARMSTUMP	0
limit	ARMMLV	0
limit	CORMLV	0
limit	ARMSAM	1
limit	CORFAV	0
limit	ARMSONIC	0
limit	CORGOL	0
limit	NSACSKV	0
limit	CORANTAR	1
limit	ARMBEAR	0
limit	ARMBEHEM	0
limit	BOB	0
limit	CORSABOT	0
limit	ARMGAT	0
limit	hellfire	0
limit	CORLOKI	0
limit	ARMCAMP	0
limit	ARMORCA	1
limit	NSAAPROF	0
limit	CORPULSAR	0
limit	ARMSCORP	0
limit	ARMSPION	0
limit	ARMSABOT	0
limit	corartv	0
limit	CORTHUG	0
limit	XENON	0
limit	CORSEAL	2
limit	ARMCROC	2
limit	CORMABM	0
limit	ARMSCAB	0
limit	ARMMART	0
limit	CORMART	0
limit	ARMMANNI	0
limit	CORSENT	1
limit	ARMYORK	1
limit	ARMBULL	0
limit	CORREAP	0
limit	ARMBOA	0
limit	ARMLATNK	0
limit	CORETER	0
limit	CORVRAD	0
limit	ARMJAM	0
limit	ARMSEER	0
limit	TAWF003	0
limit	TAWF103	0
limit	CORVROC	0
limit	ARMMERL	0
limit	ARMSPID	0
limit	abigfatm	0
limit	clb	0
limit SAGITTARIUS 0
limit AREA51 1
limit CORMACHN 0
limit SPLINTER 0
limit CANCER 0
limit LION 0
limit ARMSTREM 1
limit AAIAAP 1
limit AAIACK 0
limit AAIACV 1
limit AAIALAB 0
limit AAIAVP 1
limit AAIAP 2
limit AAICA 2
limit AAICK 1
limit AAICV 1
limit AAILAB 0
limit AAIVP 0
limit CAIAAP 1
limit CAIACK 0
limit CAIALAB 0
limit CAIACV 1
limit CAIAP 2
limit CAIAVP 1
limit CAICA 2
limit CAICK 1
limit CAICV 1
limit CAILAB 0
limit CAIVP 1
limit CAIDECOM 1
limit CAIGANT 0
limit AAIMMKR 0
limit CAIMMKR 0
limit AAIMEXX 3
limit CAIMEXX 3
limit AAISOLRX 0
limit CAISOLRX 0
limit AAIDECOM 1
limit WATCHER 0
limit SPINNER 0
limit CORFOSS 0
limit ARMTERM 0
limit NAGA 1
limit HYDRA 1
limit ARMTRKSA 0
limit CORROMN 1
limit CASTLE 1
limit ARMDSLAYER 1
limit CORFURY 1
limit AIKUS 0
limit BLACKDAWN 1
limit CORMEDT 0
limit CORSNAPT 3
limit CORTNK 0
limit CORART 0
limit CORMONST 1
limit MAMMOTH 0
limit CORTERMITE 0
limit COREKATY 0
limit CETUS 0
limit COREMGK 0
limit CORPLAS 0
limit ARMCRUSH 2
limit ALOUETTE 1
limit CORWLESP 1
limit CORCASAA 1
limit ARMILL 0
limit ARMSHSTP 1
limit ACTUGSAT 1
limit CORDDAAP 0
limit ARMBRIM 0
limit TAWF115 0
limit EMAN 0
limit ASAMURAI 0
limit TAWF113 0
limit SPOOFERC 1
limit HERETIC 1
limit HKCORE 1
limit CORGARD 2
limit COREMECH 0
limit CORCRW 0
limit BEARCAT 1
limit ARMVIND 1
limit ARMROGUE 0
limit AFATBOY 0
limit ARMAMPBD 3
limit TAWF116 0
limit CORWOLV 0
limit CORGRAV 3
limit CORMAK 0
limit ARMSHLT 0
limit ARMBANTH 0
limit SUPERJUG 0
limit ARMFURY 0
limit CORRAGE 5
limit CORGARP 0
limit CORSC 1
limit ARMPINCER 5
limit TAWF109 1
limit MDBUZZ 0
limit MDVULC 0
limit MJET 1
limit ZULU 1
limit ARUA 1
limit CORSUPP 3
limit ARMPOPSOL 3
limit CORPOPSOL 3
limit DEMOLISH 1
limit CORPERP 1
limit CORPRO 2
limit AAIASER 1
limit CAISPEC 1
limit AAICKFUS 0
limit CAICKFUS 0
limit CORNECRO 1
limit ARMFARK 1
limit AAIJAM 0
limit CAIETER 0
limit COREG2 0
limit COREG4 0
limit ARMAMEX 4
limit CORAMEX 4
limit CORMOSQ 2
limit ARMRAZOR 1
limit CORSCREW 1
limit AHERMES 2
limit ARMMAULER 1
limit ARMTORPMEX 4
limit CORTORPMEX 4
limit BLADE 1
limit CORLNC 1
limit CORPORC 1
limit DICTATOR 0
limit KROGTAAR 0
limit PACKO 2
limit SHIVA 0
limit ARMLIBE 1
limit ARMTACHI 0
limit ARMCLLT 2
limit CORCLLT 2
limit CORRAG 1
limit TERROR 0
limit ARMSPARROW 3
limit S4A3 1 
limit AIAREA51 0
limit AICASTLE 0
limit ARMUWFCT 1
limit CORUWFCT 1
limit ARMAWIND 6
limit CORAWIND 6
limit COMMANDO 0
limit ARMANN2 0
limit CORKTHUD 0
limit SKULL 0
limit ARMATK 1
limit CORMISAN 0
limit MARAUDER 0
limit CORHART 0
limit ARMPGH 0
limit ARMPRED 0
limit ARMKONRAD 0
limit CORPIL 0
limit ARMAMPCV 1
limit CORAMPCV 1
limit EMBRYO 0
limit CORFFOX 0
limit ANIKE 0
limit ARMHART 0
limit ARMNMIS 0
limit CORFGEN 1
limit ARMMAGNUM 0
limit CORKRIS 0
limit IONTANK 0
limit MECH 0
limit AAIBRAWL 2
limit AAIFIG 1
limit AAIHAWK 1
limit AAILANCE 1
limit AAIPNIX 2
limit AAITHUND 2
limit CAIAPE 2
limit CAIHURC 2
limit CAISHAD 2
limit CAITITAN 0
limit CAIVAMP 1
limit CAIVENG 1
limit GDIMAMMO 0
limit AAISEAP 1
limit CAISEAP 1
limit AAISFIG 1
limit CAISFIG 1
limit ARROW 1
limit FIREWOLF 0
limit SAMURAI 1
limit CORSTALK 0
limit ADVMOHO 1
limit ADVMOHOC 1
limit ARMUWF 1
limit CORUWF 1
limit ARMECHO 2
limit CORTAR 2
limit ARMALT 1
limit CORALT 1
limit CORAASP 1
limit VC109 0
limit TAWF114 0
limit CDAEMON 0
limit APITBULL 0
limit ARMEMAN 0
limit ARMMEDT 0
limit ARMSPARKLE 0
limit ARMTACHI 0
limit TAWF016 0
limit TOKEN 0
limit ARMAGAM 0
limit ARMOBL 1
limit ARMPIKE 1
limit ARMHJAM 1
limit ARMYAMA 0
limit VICTOR 0
limit ARMFBOY 0
limit CORSCORP 0
limit ARMSS 0
limit CORSS 0
limit CORBUILD 0
limit CORDEV1 0
limit CORTRUCK 0
limit ARMDEV1 0
limit ARMBEAC 0
limit CORBEAC 0
limit ARMGATE 0
limit CORGATE 0
limit ARMDEV 0
limit ARMART 0
limit CORMATNK 0
limit CORDEF 0
limit CORODIN 0
limit CRAILGUN 0
limit ARMCORV 0
limit CORAMECH 0
limit CORGBOAT 4
limit ABRAMS 0
limit T80 0
limit CORGAUSS 
limit CORMAK 0
limit ARMTHOR 0
limit ARMBLITZ 0
limit CORGEM 0
limit ARMCORV 0
limit CORBT 0
limit CORETTIN 1
limit ARMPORK 0
limit CORHORG 0
limit INTRUDER 0
limit ARMFORTGH 0
limit ARMFORTGV 0
limit CORFGATEEW 0
limit CORFGATENS 0
limit ARMRECCY 0
limit MILAX 0
limit ARMCBOMB 1
limit DEMOLISH 0
limit ARMMOJO 0
limit ARMMSPID 0
limit CORSTALKER 0
limit CORGRUNT 0

plan medium	
weight	ARMKAM	0.20
weight	SHRIKE	0.50
weight	ORCA	0.10
weight	ARMWASP	0.20
weight	CORSHAD	0.25
weight	ARMTHUND	0.20
weight	CORVENG	0.20
weight	ARMFIG	0.25
weight	BLADE	0.30
weight	CORFINK	0.00
weight	ARMPEEP	0.00
weight	ARMATLAS	0.00
weight	CORVALK	0.00
weight	CORHORS	0.20
weight	charpy	0.70
weight	TAWF108	0.50
weight	CORHURC	0.20
weight	KANASHIMI	0.00
weight	TAWF107	0.50
weight	TAWF008	0.50
weight	ARMPERS	0.50
weight	predator	0.35
weight	TAWF007	0.50
weight	ARMTOMCT	0.70
weight	gryphon	0.70
weight	ARMCYBR	0.30
weight	CORWING	0.30
weight	ARMPNIX	0.40
weight	ARMFRP	0.00
weight	Sakura	0.00
weight	cormlsp	0.00
weight	ARMBRAWL	0.95
weight	CORAPE	0.95
weight	ARMAWAC	0.00
weight	CORAWAC	0.00
weight	ARMHAWK	0.50
weight	CORVAMP	0.50
weight	ARMMLSP	0.00
weight	ARMLANCE	0.85
weight	CORTITAN	0.85
weight	CORABMB	0.00
weight	ARMCA	0.95
weight	CORCA	0.95
weight	ARMACA	2.60
weight	CORACA	2.60
weight	ARMANS	0.80
weight	CORANS	0.80
weight	ARMBEAVER	0.80
weight	CORMUSKRAT	0.80
weight	ARMCH	0.95
weight	CORCH	0.95
weight	aach	0.90
weight	cach	0.90
weight	CORBOI	0.95
weight	ARMJIB	0.95
weight	ARMNTOW	0.00
weight	CORNTOW	0.00
weight	RepairArm	0.00
weight	ARMCK	0.30
weight	CORCK	0.30
weight	ARMCV	0.30
weight	CORCV	0.30
weight	ARMACK	0.10
weight	CORACK	0.10
weight	ARMCS	1.40
weight	CORCS	1.40
weight	ARMACSUB	0.90
weight	CORACSUB	0.90
weight	ARMCSA	1.05
weight	CORCSA	1.05
weight	ARMACV	0.10
weight	CORACV	0.10
weight	TAWF111	0.00
weight	armarch	0.00
weight	armcir	0.60
weight	CHAOSMACHINE	0.40
weight	corcirc	0.00
weight	ARMSPAR	0.00
weight	ARMDEVA	0.00
weight	TAWF010	0.00
weight	CORERAD	0.60
weight	ARMFAMINE	0.00
weight	cnemesis	0.30
weight	CorFLA	0.70
weight	SCREAMER	1.10
weight	ARMMTLAB	0.00
weight	CORMTLAB	0.00
weight	CORFLAK	0.80
weight	ARMFLAK	0.80
weight	MERCURY	1.10
weight	NITFLOWR	0.80
weight	SKYSWEEPR	0.60
weight	ARMEMG	0.00
weight	CORFMD	0.00
weight	ARMAMD	0.00
weight	ARMDRAG	0.00
weight	CORDRAG	0.00
weight	TAWF005	0.30
weight	ARMLLT	0.00
weight	CORLLT	0.00
weight	CORHLT	0.30
weight	ARMHLT	0.30
weight	MEDUSA	0.00
weight	ARMRL	1.00
weight	CORRL	1.00
weight	ARMGUARD	1.20
weight	CORPUN	1.20
weight	CORVHLT	0.95
weight	ARMANNI	0.70
weight	CORDOOM	0.70
weight	ARMBRTHA	0.70
weight	CORINT	0.70
weight	CORBUZZ	0.00
weight	ARMVULC	0.00
weight	CORBBC	0.00
weight	ARMDEV	0.00
weight	TAWF001	0.00
weight	ARMMORTAR	0.00
weight	CorPestilence	0.00
weight	ARMSILO	0.00
weight	CORSILO	0.00
weight	AAISILO	0.70
weight	CAISILO	0.70
weight	ARMHNSILO	0.00
weight	CORHNSILO	0.00
weight	ARMPB	0.00
weight	ARMAMB	0.00
weight	CORTOAST	0.00
weight	CORVIPE	0.00
weight	AGORGON	0.00
weight	CORTRON	0.00
weight	ARMEMP	0.00
weight	CAITRON	0.70
weight	AAIEMP	0.70
weight	ARMTARG	0.00
weight	CORTARG	0.00
weight	ARMBFORTEW	0.00
weight	ARMFORTEW	0.00
weight	ARMFORT	0.00
weight	CORFORT	0.00
weight	ARMBFORTNS	0.00
weight	ARMFORTNS	0.00
weight	CORFFLAK	0.70
weight	ARMTRID	0.40
weight	RESFMDNS	0.00
weight	CORKRAK	0.70
weight	ARMFDRAG	0.00
weight	CORFDRAG	0.00
weight	ARMFFLAK	0.70
weight	CORFRT	0.70
weight	ARMFHLT	0.50
weight	CORFHLT	0.50
weight	ARMTL	0.50
weight	CORTL	0.50
weight	ARMFRT	0.70
weight	ARMATL	0.40
weight	CORATL	0.40
weight	ARMANINS	0.40
weight	CORDOMNS	0.60
weight	CORINTNS	0.30
weight	ARMBTANS	0.30
weight	CORBUZNS	0.00
weight	ARMVCNNS	0.00
weight	AMDREPNS	0.00
weight	CORSLONS	0.00
weight	ARMSLONS	0.00
weight	CORVIPNS	0.50
weight	ARMAP	7.90
weight	ARMHP	0.85
weight	CORHP	0.85
weight	ARMLAB	0.90
weight	CORLAB	0.90
weight	ARMVP	6.10
weight	CORVP	6.10
weight	ARMSY	3.80
weight	CORSY	3.80
weight	CORAP	7.90
weight	ARMAAP	0.80
weight	CORAAP	0.80
weight	aahp	0.95
weight	cahp	0.95
weight	ARMALAB	0.75
weight	CORALAB	0.75
weight	ARMAVP	0.70
weight	CORAVP	0.70
weight	ARMASY	0.95
weight	CORASY	0.95
weight	CORGANT	0.00
weight	ARMKUS	0.00
weight	CORBLAB	0.00
weight	ARMBLAB	0.00
weight	ssplant	0.00
weight	ARMHPNS	0.70
weight	CORHPNS	0.70
weight	ARMPLAT	0.90
weight	CORPLAT	0.90
weight	HAVOC	0.20
weight	SABRE	0.20
weight	CHOPPER	0.95
weight	cdragon	0.50
weight	ARMANAC	0.40
weight	ARMTHOVR	0.00
weight	CORAH	0.70
weight	ARMAH	0.70
weight	NSACLASH	0.80
weight	BOMBARDIER	0.85
weight	LOBBER	0.60
weight	CSPEED	0.50
weight	NSAAGCH	0.70
weight	SPEEDER	0.95
weight	ARMLASHOVER	0.40
weight	CORELASHOVER	0.50
weight	ARMSH	0.00
weight	CORSNAP	0.50
weight	SPOTTER	0.00
weight	BLOTTER	0.00
weight	CONCEALER	0.00
weight	CORMH	0.50
weight	NSACBRIM	0.75
weight	NSAARHOV	0.80
weight	ARMMH	0.50
weight	CORSH	0.00
weight	NSACBEHE	0.75
weight	NSACANGLR	0.50
weight	NSAATORPH	0.50
weight	CORTHOVR	0.00
weight	armdread	0.50
weight	CORDREAD	0.50
weight	armlth	0.70
weight	armpgh	0.70
weight	coradvrh	0.70
weight	CORPHYSET	0.60
weight	CORARTH	0.90
weight	ARMARTH	0.70
weight	CORFLAKH	0.50
weight	ARMFLAKH	0.50
weight	armKAAT	0.00
weight	CORKROG	0.00
weight	ARMKRYP	0.00
weight	ARMMedic	0.00
weight	cAcolyte	0.00
weight	CORClone	0.00
weight	CORHelpr	0.00
weight	CORWarrr	0.00
weight	ARMClone	0.00
weight	ARMHelpr	0.00
weight	ARMMsect	0.00
weight	AEXXEC	0.00
weight	ARMFLEA	0.00
weight	CORRONIN	0.00
weight	SHAKER	0.00
weight	CORESOLD	0.00
weight	ARMJETH	0.60
weight	ARMHAM	0.30
weight	CORTHUD	0.30
weight	CORAK	0.00
weight	ARMPW	0.00
weight	ARMWAR	0.00
weight	CORCRASH	0.00
weight	ARMROCK	0.00
weight	CORSTORM	0.00
weight	ARMFAV	0.00
weight	CORBANDIT	0.00
weight	armbighr	0.00
weight	ARMCAV	0.00
weight	CORCRAB	0.00
weight	ARMDECOM	0.05
weight	CORDECOM	0.05
weight	corflam	0.00
weight	NSAAGRIZ	0.00
weight	ArmHH	0.00
weight	ArmOS	0.00
weight	COROS	0.00
weight	CORSMK	0.00
weight	armMech	0.00
weight	ARMSNIPE	0.00
weight	corzlot	0.00
weight	ASNIPER	0.00
weight	SOULREAVER	0.00
weight	WARHAMMER	0.00
weight	WRAITH	0.00
weight	CORAMPH	0.70
weight	ARMAMPH	0.70
weight	CORSUMO	0.00
weight	CORCAN	0.00
weight	ARMFIDO	0.00
weight	CORARCH	0.80
weight	ARMVADER	0.00
weight	CORROACH	0.00
weight	CORFAST	0.00
weight	ARMFAST	0.00
weight	CORPYRO	0.00
weight	ARMMAV	0.00
weight	CORHRK	0.00
weight	OPPRESSOR	0.00
weight	ARMZEUS	0.00
weight	CORMORT	0.00
weight	ARMMARK	0.00
weight	CORVOYR	0.00
weight	CORSPEC	0.00
weight	ARMSPY	0.00
weight	CORSPY	0.00
weight	CORMINE1	0.00
weight	CORMINE2	0.00
weight	CORMINE3	0.00
weight	CORMINE4	0.00
weight	CORMINE5	0.00
weight	CORMINE6	0.00
weight	AMINEGUN	0.00
weight	AMINEJAM	0.00
weight	ARMMINE5	0.00
weight	ARMMINE2	0.00
weight	ARMMINE1	0.00
weight	ARMMINE4	0.00
weight	ARMMINE3	0.00
weight	ARMMINE6	0.00
weight	ARMASER	0.00
weight	AJAMMER	0.00
weight	SPOOFER	0.55
weight	ARMASTN	0.00
weight	ARMRAD	0.00
weight	CORRAD	0.00
weight	ARMSONAR	0.00
weight	CORSONAR	0.00
weight	ARMARAD	0.00
weight	CORARAD	0.00
weight	ARMASON	0.00
weight	CORASON	0.00
weight	ARMBEAC	0.00
weight	CORBEAC	0.00
weight	ARMEYE	0.00
weight	ARMAFRAD	0.00
weight	AFLRADAR	0.00
weight	ARMASP	0.60
weight	CORASP	0.60
weight	QuadAirPad	0.40
weight	CORERRP	0.00
weight	ARMPADNS	0.00
weight	CORFUS	0.95
weight	ARMFUS	0.95
weight	TAWF004	0.00
weight	TAWF104	0.00
weight	ARMADVSOL	0.90
weight	CORADVSOL	0.90
weight	APART	1.20
weight	AAFUS	0.70
weight	CAFUS	0.70
weight	ARMCKFUS	0.80
weight	CORCKFUS	0.80
weight	CORMFUS	0.80
weight	ARMMFUS	0.80
weight	ARMSOLAR	18.00
weight	CORSOLAR	18.00
weight	AAISOLAR	0.00
weight	CAISOLAR	0.00
weight	ARMGEO	12.00
weight	CORGEO	12.00
weight	amgeo	10.00
weight	cmgeo	10.00
weight	MLEX	0.90
weight	ARMMEX	6.00
weight	CORMEX	6.00
weight	AAIMEX	0.00
weight	CAIMEX	0.00
weight	CKMMKR	0.00
weight	ARMMAKR	2.80
weight	CORMAKR	2.80
weight	ARMMMKR	0.60
weight	CORMMKR	0.60
weight	ARMMOHO	0.95
weight	CORMOHO	0.95
weight	ARMWIN	15.00
weight	CORWIN	15.00
weight	crnns	0.40
weight	ARMTIDE	0.70
weight	CORTIDE	0.70
weight	ARMUWFUS	0.50
weight	CORUWFUS	0.50
weight	AAITIDE	2.90
weight	CAITIDE	2.90
weight	ARMUWMEX	0.80
weight	CORUWMEX	0.80
weight	AAIUWMEX	0.00
weight	CAIUWMEX	0.00
weight	ARMFMKR	0.50
weight	CORFMKR	0.50
weight	ARMMOHNS	0.40
weight	CORMOHNS	0.40
weight	armUMME	0.70
weight	corUMME	0.70
weight	corshilone	0.30
weight	ARMSFIG	0.50
weight	CORSFIG	0.50
weight	CORHUNT	0.00
weight	ARMSEHAK	0.00
weight	ARMSEAP	0.50
weight	CORSEAP	0.50
weight	CORSUBC	0.00
weight	DECADE	0.50
weight	ARMMCARY	0.10
weight	ARMROY	0.95
weight	CORROY	0.50
weight	ARMMSHIP	0.50
weight	CORPT	0.00
weight	ARMPT	0.00
weight	CORTSHIP	0.00
weight	ARMTSHIP	0.00
weight	CORBARR	0.40
weight	ArmSUBC	0.30
weight	Enabler	0.00
weight	TAWF009	0.50
weight	ArmHCAR	0.00
weight	Whale	0.00
weight	ARMYAMA	0.00
weight	ARMAAS	0.80
weight	CORSHARK	0.60
weight	CORBC	0.70
weight	ARMBATS	0.70
weight	CORBATS	0.70
weight	TAWF006	0.60
weight	ARMCRUS	0.50
weight	CORCRUS	0.50
weight	ARMCARRY	0.50
weight	CORCARRY	0.50
weight	ARMSJAM	0.00
weight	CORSJAM	0.00
weight	ARMSCRAM	0.00
weight	CORMSHIP	0.50
weight	armbcss	0.00
weight	armscarss	0.00
weight	AINO	0.00
weight	arthur	0.00
weight	StorageFacility	0.00
weight	ARMESTOR	0.00
weight	CORESTOR	0.00
weight	ARMMSTOR	0.00
weight	CORMSTOR	0.00
weight	ARMUWES	0.00
weight	CORUWES	0.00
weight	ARMUWMS	0.00
weight	CORUWMS	0.00
weight	ARMARC	0.50
weight	corMsub	0.70
weight	ARMSUB	0.50
weight	CORSUB	0.50
weight	armMsub	0.70
weight	ARMSUBK	0.50
weight	ARMRECL	0.00
weight	CORSSUB	0.50
weight	CORTHRASH	0.00
weight	CORMORAY	0.00
weight	corGFBT	0.00
weight	ARMGUSS	0.00
weight	ARMJANUS	0.00
weight	CorCSFT	0.00
weight	CORGAUSS	0.00
weight	CORRAID	0.00
weight	CORMIST	0.00
weight	CSLICER	0.00
weight	CORGATOR	0.00
weight	ARMFLASH	0.00
weight	CORLEVLR	0.00
weight	TAWF013	0.00
weight	ARMSTUMP	0.00
weight	ARMMLV	0.00
weight	CORMLV	0.00
weight	ARMSAM	0.00
weight	CORFAV	0.00
weight	ARMSONIC	0.00
weight	CORGOL	0.00
weight	NSACSKV	0.00
weight	CORANTAR	1.00
weight	ARMBEAR	0.00
weight	ARMBEHEM	0.00
weight	BOB	0.00
weight	CORSABOT	0.00
weight	ARMGAT	0.00
weight	hellfire	0.00
weight	CORLOKI	0.00
weight	ARMCAMP	0.00
weight	ARMORCA	1.00
weight	NSAAPROF	0.00
weight	CORPULSAR	0.00
weight	ARMSCORP	0.00
weight	ARMSPION	0.00
weight	ARMSABOT	0.00
weight	corartv	0.00
weight	CORTHUG	0.00
weight	XENON	0.00
weight	CORSEAL	0.95
weight	ARMCROC	0.95
weight	CORMABM	0.00
weight	ARMSCAB	0.00
weight	ARMMART	0.00
weight	CORMART	0.00
weight	ARMMANNI	0.00
weight	CORSENT	0.40
weight	ARMYORK	0.40
weight	ARMBULL	0.00
weight	CORREAP	0.00
weight	ARMBOA	0.00
weight	ARMLATNK	0.00
weight	CORETER	0.00
weight	CORVRAD	0.00
weight	ARMJAM	0.00
weight	ARMSEER	0.00
weight	TAWF003	0.00
weight	TAWF103	0.00
weight	CORVROC	0.00
weight	ARMMERL	0.00
weight	ARMSPID	0.00
weight	abigfatm	0.00
weight	clb	0.00
weight	SAGITTARIUS 0.50
weight	AREA51 0.94
weight	CORMACHN 0.20
weight	COUGAR 0.20
weight	SPLINTER 0.10
weight	LION 0.10
weight	CANCER 0.10
weight	AAIAAP 1.80
weight	AAIACK 0.30
weight	AAIACV 0.90
weight	AAIALAB 0.45
weight	AAIAP 1.50
weight	AAIAVP 0.90
weight	AAICA 0.90
weight	AAICK 0.95
weight	AAICV 0.90
weight	AAILAB 0.90
weight	AAIVP 2.00
weight	CAIAAP 1.90
weight	CAIACK 0.40
weight	CAIACV 0.40
weight	CAIALAB 0.45
weight	CAIAP 1.50
weight	CAIAVP 0.90
weight	CAICA 0.90
weight	CAICK 0.70
weight	CAICV 0.70
weight	CAILAB 0.80
weight	CAIVP 2.00
weight	CAIDECOM 0.60
weight	CAIGANT 0.90
weight	AAIMMKR 0.00
weight	CAIMMKR 0.00
weight	AAIMEXX 12.00
weight	CAIMEXX 12.00
weight	AAISOLRX 0.00
weight	CAISOLRX 0.00
weight	AAIDECOM 0.60
weight	ARMSTREM 0.35
weight	WATCHER 0.10
weight	SPINNER 0.70
weight	CORFOSS 0.60
weight	ARMTERM 0.30
weight	NAGA 0.50
weight	HYDRA 0.50
weight	CASTLE 0.70
weight	CORROMN 0.60
weight	ARMTRKSA 0.00
weight	ARMDSLAYER 1.05
weight	CORFURY 1.05
weight AIKUS 0.00
weight BLACKDAWN 0.60
weight CORMEDT 0.00
weight CORSNAPT 0.90
weight CORTNK 0.00
weight CORART 0.00
weight CORMONST 0.40
weight CORETERMITE 0.00
weight COREKATY 0.00
weight CETUS 0.45
weight COREMGK 0.00
weight CORPLAS 0.00
weight ARMCRUSH 0.60
weight ALOUETTE 0.45
weight CORWLESP 0.55
weight CORCASAA 0.50
weight ARMILL 0.30
weight ARMSHSTP 0.55
weight ACTUGSAT 0.40
weight CORDDAAP 0.55
weight ARMBRIM 0.00
weight ARMEMAN 0.00
weight ASAMURAI 0.00
weight TAWF113 0.00
weight SPOOFERC 0.55
weight HERETIC 0.20
weight HKCORE 0.45
weight CORGARD 0.55
weight COREMECH 0.00
weight CORCRW 0.40
weight BEARCAT 0.45
weight ARMVIND 0.45
weight ARMROGUE 0.00
weight TAWF105 0.00
weight AFATBOY 0.00
weight ARMAMPBD 0.70
weight TAWF116 0.00
weight CORWOLV 0.00
